Date,Adj Close,Volume
2021-09-28T00:00:00.000Z,14.2589521408,335000
2021-09-29T00:00:00.000Z,14.1490373611,383300
2021-09-30T00:00:00.000Z,14.1490373611,124500
2021-10-01T00:00:00.000Z,14.2389678955,120000
2021-10-04T00:00:00.000Z,13.8892383575,211900
2021-10-05T00:00:00.000Z,14.029129982,76300
2021-10-06T00:00:00.000Z,14.0890836716,80800
2021-10-07T00:00:00.000Z,14.37885952,154500
2021-10-08T00:00:00.000Z,14.2989215851,118600
2021-10-11T00:00:00.000Z,14.2189826965,74400
2021-10-12T00:00:00.000Z,14.2189826965,80100
2021-10-13T00:00:00.000Z,14.4288196564,257200
2021-10-14T00:00:00.000Z,14.6286659241,103700
2021-10-15T00:00:00.000Z,14.7685565948,177900
2021-10-18T00:00:00.000Z,14.908449173,145300
2021-10-19T00:00:00.000Z,15.1482629776,211600
2021-10-20T00:00:00.000Z,15.1082935333,210700
2021-10-21T00:00:00.000Z,15.2981472015,277500
2021-10-22T00:00:00.000Z,14.9284334183,274400
2021-10-25T00:00:00.000Z,15.0283555984,410600
2021-10-26T00:00:00.000Z,15.0283555984,663600
2021-10-27T00:00:00.000Z,14.9184417725,338900
2021-10-28T00:00:00.000Z,15.2082166672,2215900
2021-10-29T00:00:00.000Z,15.3081388474,1734100
2021-11-01T00:00:00.000Z,15.4879999161,2482300
2021-11-02T00:00:00.000Z,15.4580230713,1446900
2021-11-03T00:00:00.000Z,15.5879230499,1428300
2021-11-04T00:00:00.000Z,15.8077516556,1772300
2021-11-05T00:00:00.000Z,15.7378063202,2371100
2021-11-08T00:00:00.000Z,15.9776201248,3610400
2021-11-09T00:00:00.000Z,16.3773097992,5028800
2021-11-10T00:00:00.000Z,15.8976821899,3672000
2021-11-11T00:00:00.000Z,16.0775432587,2476100
2021-11-12T00:00:00.000Z,16.4372653961,3764500
2021-11-15T00:00:00.000Z,16.5172023773,7582900
2021-11-16T00:00:00.000Z,16.7570171356,5542500
2021-11-17T00:00:00.000Z,16.7170467377,6534300
2021-11-18T00:00:00.000Z,16.8269634247,7976500
2021-11-19T00:00:00.000Z,16.8869152069,5918500
2021-11-22T00:00:00.000Z,16.2873802185,7956100
2021-11-23T00:00:00.000Z,16.0875358582,4574600
2021-11-24T00:00:00.000Z,16.2673969269,3151800
2021-11-26T00:00:00.000Z,15.9976053238,4180000
2021-11-29T00:00:00.000Z,16.3673171997,4274000
2021-11-30T00:00:00.000Z,16.0875358582,4992400
2021-12-01T00:00:00.000Z,15.4580230713,6198800
2021-12-02T00:00:00.000Z,15.5879230499,2956300
2021-12-03T00:00:00.000Z,15.1782398224,4098300
2021-12-06T00:00:00.000Z,15.2481861115,2918800
2021-12-07T00:00:00.000Z,15.8277368546,2558800
2021-12-08T00:00:00.000Z,16.0275821686,2932900
2021-12-09T00:00:00.000Z,15.567937851,2600900
2021-12-10T00:00:00.000Z,15.5079851151,1848300
2021-12-13T00:00:00.000Z,15.2282009125,2178500
2021-12-14T00:00:00.000Z,15.0483407974,2662900
2021-12-15T00:00:00.000Z,15.2681703568,2356300
2021-12-16T00:00:00.000Z,14.7785491943,2511100
2021-12-17T00:00:00.000Z,14.888463974,2285300
2021-12-20T00:00:00.000Z,14.6386575699,1757600
2021-12-21T00:00:00.000Z,15.1582555771,1606700
2021-12-22T00:00:00.000Z,15.2282009125,2487000
2021-12-23T00:00:00.000Z,15.3481082916,1889100
2021-12-27T00:00:00.000Z,15.5879230499,2088900
2021-12-28T00:00:00.000Z,15.3580999374,2091800
2021-12-29T00:00:00.000Z,15.238193512,1754700
2021-12-30T00:00:00.000Z,15.2981472015,1481500
2021-12-31T00:00:00.000Z,15.1682481766,1367300
2022-01-03T00:00:00.000Z,15.238193512,2271700
2022-01-04T00:00:00.000Z,14.8984565735,3030700
2022-01-05T00:00:00.000Z,14.228975296,3229300
2022-01-06T00:00:00.000Z,14.2689437866,2934400
2022-01-07T00:00:00.000Z,14.1190605164,1947900
2022-01-10T00:00:00.000Z,14.1190605164,2545000
2022-01-11T00:00:00.000Z,14.4488048553,1712200
2022-01-12T00:00:00.000Z,14.5187501907,1454000
2022-01-13T00:00:00.000Z,13.8892383575,2161500
2022-01-14T00:00:00.000Z,13.9591846466,1682500
2022-01-18T00:00:00.000Z,13.5395097733,2239300
2022-01-19T00:00:00.000Z,13.3996181488,1657100
2022-01-20T00:00:00.000Z,13.2897033691,1868900
2022-01-21T00:00:00.000Z,12.7601137161,2484000
2022-01-24T00:00:00.000Z,12.8300590515,4176300
2022-01-25T00:00:00.000Z,12.4203767776,1801800
2022-01-26T00:00:00.000Z,12.2704925537,2167500
2022-01-27T00:00:00.000Z,11.9407482147,1296600
2022-01-28T00:00:00.000Z,12.3004703522,1572000
2022-01-31T00:00:00.000Z,12.9899349213,851200
2022-02-01T00:00:00.000Z,13.1198348999,1008700
2022-02-02T00:00:00.000Z,13.0998497009,1061500
2022-02-03T00:00:00.000Z,12.1905546188,1466700
2022-02-04T00:00:00.000Z,12.7900905609,797000
2022-02-07T00:00:00.000Z,12.710152626,895900
2022-02-08T00:00:00.000Z,12.8100748062,1533800
2022-02-09T00:00:00.000Z,13.3096876144,742200
2022-02-10T00:00:00.000Z,12.9799432755,866300
2022-02-11T00:00:00.000Z,12.510307312,808100
2022-02-14T00:00:00.000Z,12.4203767776,515500
2022-02-15T00:00:00.000Z,12.9099969864,422000
2022-02-16T00:00:00.000Z,12.5902452469,721400
2022-02-17T00:00:00.000Z,12.0906324387,1010300
2022-02-18T00:00:00.000Z,11.8208408356,904000
2022-02-22T00:00:00.000Z,11.6209964752,1176800
2022-02-23T00:00:00.000Z,11.3611974716,1064400
2022-02-24T00:00:00.000Z,11.780872345,1649400
2022-02-25T00:00:00.000Z,11.9607334137,913400
2022-02-28T00:00:00.000Z,12.0706472397,487000
2022-03-01T00:00:00.000Z,11.7708797455,575800
2022-03-02T00:00:00.000Z,11.8807954788,719300
2022-03-03T00:00:00.000Z,11.5210733414,745500
2022-03-04T00:00:00.000Z,11.1813364029,587900
2022-03-07T00:00:00.000Z,10.6517467499,1511000
2022-03-08T00:00:00.000Z,10.6917161942,721100
2022-03-09T00:00:00.000Z,11.1813364029,649300
2022-03-10T00:00:00.000Z,11.0114688873,477700
2022-03-11T00:00:00.000Z,10.6517467499,589700
2022-03-14T00:00:00.000Z,10.2820329666,729800
2022-03-15T00:00:00.000Z,10.6017856598,702200
2022-03-16T00:00:00.000Z,11.3112354279,618000
2022-03-17T00:00:00.000Z,11.5510501862,667000
2022-03-18T00:00:00.000Z,11.9207639694,564400
2022-03-21T00:00:00.000Z,11.7109270096,486400
2022-03-22T00:00:00.000Z,12.0506639481,563200
2022-03-23T00:00:00.000Z,11.9307556152,384400
2022-03-24T00:00:00.000Z,12.1805620193,459400
2022-03-25T00:00:00.000Z,11.9407482147,409200
2022-03-28T00:00:00.000Z,12.160577774,362200
2022-03-29T00:00:00.000Z,12.5502767563,900300
2022-03-30T00:00:00.000Z,12.2505083084,792700
2022-03-31T00:00:00.000Z,11.9507408142,326400
2022-04-01T00:00:00.000Z,11.9407482147,290300
2022-04-04T00:00:00.000Z,12.4303684235,382900
2022-04-05T00:00:00.000Z,12.0406713486,521000
2022-04-06T00:00:00.000Z,11.561041832,515800
2022-04-07T00:00:00.000Z,11.4611206055,356500
2022-04-08T00:00:00.000Z,11.2612752914,536600
2022-04-11T00:00:00.000Z,11.0314531326,597400
2022-04-12T00:00:00.000Z,10.9115457535,455300
2022-04-13T00:00:00.000Z,11.2013216019,363000
2022-04-14T00:00:00.000Z,10.8416004181,401500
2022-04-18T00:00:00.000Z,10.7516698837,366300
2022-04-19T00:00:00.000Z,11.0114688873,277800
2022-04-20T00:00:00.000Z,10.571808815,505000
2022-04-21T00:00:00.000Z,10.1621265411,992200
2022-04-22T00:00:00.000Z,9.9422960281,768500
2022-04-25T00:00:00.000Z,10.0721960068,852100
2022-04-26T00:00:00.000Z,9.6225442886,1008300
2022-04-27T00:00:00.000Z,9.4626684189,825300
2022-04-28T00:00:00.000Z,9.9323043823,783800
2022-04-29T00:00:00.000Z,9.5925683975,594300
2022-05-02T00:00:00.000Z,9.8823432922,458500
2022-05-03T00:00:00.000Z,9.8623580933,427600
2022-05-04T00:00:00.000Z,10.1821107864,643400
2022-05-05T00:00:00.000Z,9.5525989532,606900
2022-05-06T00:00:00.000Z,9.2428388596,605900
2022-05-09T00:00:00.000Z,8.6433029175,1014900
2022-05-10T00:00:00.000Z,8.6233186722,2475300
2022-05-11T00:00:00.000Z,8.2336206436,902800
2022-05-12T00:00:00.000Z,8.4134817123,1408300
2022-05-13T00:00:00.000Z,8.983039856,532100
2022-05-16T00:00:00.000Z,8.8031797409,405000
2022-05-17T00:00:00.000Z,9.1029462814,444800
2022-05-18T00:00:00.000Z,8.753218650800001,563500
2022-05-19T00:00:00.000Z,8.8731250763,547800
2022-05-20T00:00:00.000Z,8.8031797409,340500
2022-05-23T00:00:00.000Z,8.8231639862,289300
2022-05-24T00:00:00.000Z,8.3135585785,669500
2022-05-25T00:00:00.000Z,8.5134038925,329600
2022-05-26T00:00:00.000Z,8.7831945419,513900
2022-05-27T00:00:00.000Z,9.1029462814,323100
2022-05-31T00:00:00.000Z,9.052986145,530000
2022-06-01T00:00:00.000Z,8.9130945206,311900
2022-06-02T00:00:00.000Z,9.3527526855,278000
2022-06-03T00:00:00.000Z,9.0130167007,209300
2022-06-06T00:00:00.000Z,9.0829629898,296600
2022-06-07T00:00:00.000Z,9.1828842163,662200
2022-06-08T00:00:00.000Z,9.1828842163,193200
2022-06-09T00:00:00.000Z,8.8131713867,632800
2022-06-10T00:00:00.000Z,8.4134817123,488700
2022-06-13T00:00:00.000Z,7.9138684273,682000
2022-06-14T00:00:00.000Z,7.9138684273,453200
2022-06-15T00:00:00.000Z,8.2036437988,397200
2022-06-16T00:00:00.000Z,7.743999958,390900
2022-06-17T00:00:00.000Z,7.9038758278,362200
2022-06-21T00:00:00.000Z,8.1536827087,426800
2022-06-22T00:00:00.000Z,8.1536827087,356700
2022-06-23T00:00:00.000Z,8.4834270477,275000
2022-06-24T00:00:00.000Z,8.8531398773,384300
2022-06-27T00:00:00.000Z,8.6732797623,262400
2022-06-28T00:00:00.000Z,8.3135585785,325400
2022-06-29T00:00:00.000Z,8.2635974884,204100
2022-06-30T00:00:00.000Z,8.0237827301,436100
2022-07-01T00:00:00.000Z,8.0837364197,278900
2022-07-05T00:00:00.000Z,8.4734344482,332600
2022-07-06T00:00:00.000Z,8.403489112900001,436800
2022-07-07T00:00:00.000Z,8.7332334518,339900
2022-07-08T00:00:00.000Z,8.8031797409,174000
2022-07-11T00:00:00.000Z,8.433465004,271800
2022-07-12T00:00:00.000Z,8.3335428238,165000
2022-07-13T00:00:00.000Z,8.1936511993,218100
2022-07-14T00:00:00.000Z,8.1836585999,207400
2022-07-15T00:00:00.000Z,8.3835048676,293400
2022-07-18T00:00:00.000Z,8.453450202900001,255300
2022-07-19T00:00:00.000Z,8.7632102966,168700
2022-07-20T00:00:00.000Z,9.1029462814,410600
2022-07-21T00:00:00.000Z,9.252831459,416500
2022-07-22T00:00:00.000Z,8.7432260513,436600
2022-07-25T00:00:00.000Z,8.6632881165,243100
2022-07-26T00:00:00.000Z,8.3835048676,177300
2022-07-27T00:00:00.000Z,8.8131713867,269400
2022-07-28T00:00:00.000Z,8.8931093216,254000
2022-07-29T00:00:00.000Z,8.983039856,679600
2022-08-01T00:00:00.000Z,9.033000946,452100
2022-08-02T00:00:00.000Z,9.1029462814,364900
2022-08-03T00:00:00.000Z,9.4726600647,405200
2022-08-04T00:00:00.000Z,9.6225442886,278400
2022-08-05T00:00:00.000Z,9.692489624,464600
2022-08-08T00:00:00.000Z,9.6625137329,558800
2022-08-09T00:00:00.000Z,9.4526758194,258200
2022-08-10T00:00:00.000Z,9.8423748016,635600
2022-08-11T00:00:00.000Z,9.8423748016,585900
2022-08-12T00:00:00.000Z,10.1221570969,408800
2022-08-15T00:00:00.000Z,10.0721960068,352700
2022-08-16T00:00:00.000Z,9.9722728729,314600
2022-08-17T00:00:00.000Z,9.7424516678,371500
2022-08-18T00:00:00.000Z,9.712474823,269800
2022-08-19T00:00:00.000Z,9.3427619934,359100
2022-08-22T00:00:00.000Z,9.0230083466,375000
2022-08-23T00:00:00.000Z,8.983039856,238500
2022-08-24T00:00:00.000Z,9.033000946,280200
2022-08-25T00:00:00.000Z,9.2728147507,241000
2022-08-26T00:00:00.000Z,8.8231639862,329600
2022-08-29T00:00:00.000Z,8.6932640076,267700
2022-08-30T00:00:00.000Z,8.5933418274,284500
2022-08-31T00:00:00.000Z,8.6133260727,233300
2022-09-01T00:00:00.000Z,8.4934196472,243000
2022-09-02T00:00:00.000Z,8.3635196686,185800
2022-09-06T00:00:00.000Z,8.2236280441,223200
2022-09-07T00:00:00.000Z,8.433465004,188400
2022-09-08T00:00:00.000Z,8.5633649826,245800
2022-09-09T00:00:00.000Z,8.8931093216,577400
2022-09-12T00:00:00.000Z,9.033000946,232600
2022-09-13T00:00:00.000Z,8.453450202900001,411900
2022-09-14T00:00:00.000Z,8.5134038925,306700
2022-09-15T00:00:00.000Z,8.3735122681,347100
2022-09-16T00:00:00.000Z,8.1336984634,286500
2022-09-19T00:00:00.000Z,8.1436901093,191900
2022-09-20T00:00:00.000Z,8.0337753296,194100
2022-09-21T00:00:00.000Z,7.9038758278,227200
2022-09-22T00:00:00.000Z,7.743999958,297200
2022-09-23T00:00:00.000Z,7.6041083336,422800
2022-09-26T00:00:00.000Z,7.5541467667,396600
2022-09-27T00:00:00.000Z,7.5941157341,483200
2022-09-28T00:00:00.000Z,7.7539925575,251200
2022-09-29T00:00:00.000Z,7.4542245865,310300
2022-09-30T00:00:00.000Z,7.3842782974,326800
2022-10-03T00:00:00.000Z,7.5841240883,349900
2022-10-04T00:00:00.000Z,7.9438447952,338100
2022-10-05T00:00:00.000Z,7.8938837051,277200
2022-10-06T00:00:00.000Z,7.9238605499,248500
2022-10-07T00:00:00.000Z,7.5141777992000005,209500
2022-10-10T00:00:00.000Z,7.3742866516,227400
2022-10-11T00:00:00.000Z,7.2343945503,347800
2022-10-12T00:00:00.000Z,7.2643713951,257100
2022-10-13T00:00:00.000Z,7.3742866516,466800
2022-10-14T00:00:00.000Z,7.0945029259,316600
2022-10-17T00:00:00.000Z,7.4642167091000005,295000
2022-10-18T00:00:00.000Z,7.4941935539,307900
2022-10-19T00:00:00.000Z,7.3642940521,166400
2022-10-20T00:00:00.000Z,7.3742866516,179400
2022-10-21T00:00:00.000Z,7.4042630196,466400
2022-10-24T00:00:00.000Z,7.3642940521,409200
2022-10-25T00:00:00.000Z,7.6640620232,227000
2022-10-26T00:00:00.000Z,7.5541467667,209500
2022-10-27T00:00:00.000Z,7.34430933,403800
2022-10-28T00:00:00.000Z,7.4941935539,256400
2022-10-31T00:00:00.000Z,7.3543019295,158700
2022-11-01T00:00:00.000Z,7.34430933,373900
2022-11-02T00:00:00.000Z,7.0945029259,339300
2022-11-03T00:00:00.000Z,6.9845881462,343100
2022-11-04T00:00:00.000Z,7.0745186806,331200
2022-11-07T00:00:00.000Z,7.1644492149,252600
2022-11-08T00:00:00.000Z,7.1644492149,308100
2022-11-09T00:00:00.000Z,6.8147201538,355000
2022-11-10T00:00:00.000Z,7.4542245865,570600
2022-11-11T00:00:00.000Z,7.793961525,419200
2022-11-14T00:00:00.000Z,7.6740541458,277100
2022-11-15T00:00:00.000Z,8.0037984848,340800
2022-11-16T00:00:00.000Z,7.7639842033,170700
2022-11-17T00:00:00.000Z,7.7240152359,116900
2022-11-18T00:00:00.000Z,7.6141004562,199900
2022-11-21T00:00:00.000Z,7.4542245865,381000
2022-11-22T00:00:00.000Z,7.5741314888,211700
2022-11-23T00:00:00.000Z,7.7240152359,245600
2022-11-25T00:00:00.000Z,7.6340851784,93400
2022-11-28T00:00:00.000Z,7.4742088318,195300
2022-11-29T00:00:00.000Z,7.4742088318,128400
2022-11-30T00:00:00.000Z,7.8738994598000005,278500
2022-12-01T00:00:00.000Z,7.9638295174,178900
2022-12-02T00:00:00.000Z,7.9438447952,225200
2022-12-05T00:00:00.000Z,7.7639842033,683300
2022-12-06T00:00:00.000Z,7.5441551208,167200
2022-12-07T00:00:00.000Z,7.5041861534,277700
2022-12-08T00:00:00.000Z,7.6840462685,225400
2022-12-09T00:00:00.000Z,7.6340851784,164900
2022-12-12T00:00:00.000Z,7.743999958,253300
2022-12-13T00:00:00.000Z,7.8400001526,505400
2022-12-14T00:00:00.000Z,7.8200001717,249600
2022-12-15T00:00:00.000Z,7.4299998283,343700
2022-12-16T00:00:00.000Z,7.3299999237,190500
2022-12-19T00:00:00.000Z,7.2100000381000005,353700
2022-12-20T00:00:00.000Z,7.1900000572,243500
2022-12-21T00:00:00.000Z,7.3299999237,279300
2022-12-22T00:00:00.000Z,7.1199998856,263600
2022-12-23T00:00:00.000Z,7.1199998856,232900
2022-12-27T00:00:00.000Z,7.0300002098,498600
2022-12-28T00:00:00.000Z,6.9200000763,391200
2022-12-29T00:00:00.000Z,7.1900000572,450300
2022-12-30T00:00:00.000Z,7.1799998283,456200
2023-01-03T00:00:00.000Z,7.1599998474,1761800
2023-01-04T00:00:00.000Z,7.3899998665,193600
2023-01-05T00:00:00.000Z,7.2600002289,97300
2023-01-06T00:00:00.000Z,7.4299998283,191600
2023-01-09T00:00:00.000Z,7.5900001526,255400
2023-01-10T00:00:00.000Z,7.7100000381000005,2794300
2023-01-11T00:00:00.000Z,7.8699998856,1810200
2023-01-12T00:00:00.000Z,7.9800000191,273200
2023-01-13T00:00:00.000Z,8.0399999619,649500
2023-01-17T00:00:00.000Z,8.1499996185,271900
2023-01-18T00:00:00.000Z,8.0200004578,290300
2023-01-19T00:00:00.000Z,7.8899998665,211900
2023-01-20T00:00:00.000Z,8.2100000381,198000
2023-01-23T00:00:00.000Z,8.4499998093,340200
2023-01-24T00:00:00.000Z,8.4099998474,1178300
2023-01-25T00:00:00.000Z,8.3900003433,2396900
2023-01-26T00:00:00.000Z,8.529999733,256100
2023-01-27T00:00:00.000Z,8.7100000381,203400
2023-01-30T00:00:00.000Z,8.4399995804,344800
2023-01-31T00:00:00.000Z,8.5699996948,279200
2023-02-01T00:00:00.000Z,8.8100004196,409100
2023-02-02T00:00:00.000Z,9.2399997711,660000
2023-02-03T00:00:00.000Z,9.0,390000
2023-02-06T00:00:00.000Z,8.8999996185,284800
2023-02-07T00:00:00.000Z,9.1199998856,459700
2023-02-08T00:00:00.000Z,8.9200000763,253900
2023-02-09T00:00:00.000Z,8.8599996567,203200
2023-02-10T00:00:00.000Z,8.6599998474,208700
2023-02-13T00:00:00.000Z,8.779999733,223900
2023-02-14T00:00:00.000Z,8.9099998474,298600
2023-02-15T00:00:00.000Z,9.1099996567,196700
2023-02-16T00:00:00.000Z,8.8999996185,317600
2023-02-17T00:00:00.000Z,8.7399997711,178200
2023-02-21T00:00:00.000Z,8.4600000381,237200
2023-02-22T00:00:00.000Z,8.4600000381,154700
2023-02-23T00:00:00.000Z,8.5399999619,191400
2023-02-24T00:00:00.000Z,8.3199996948,253900
2023-02-27T00:00:00.000Z,8.3500003815,346200
2023-02-28T00:00:00.000Z,8.3900003433,209800
2023-03-01T00:00:00.000Z,8.3699998856,122700
2023-03-02T00:00:00.000Z,8.4899997711,147700
2023-03-03T00:00:00.000Z,8.7100000381,114600
2023-03-06T00:00:00.000Z,8.6899995804,198500
2023-03-07T00:00:00.000Z,8.6199998856,211100
2023-03-08T00:00:00.000Z,8.6700000763,179700
2023-03-09T00:00:00.000Z,8.4399995804,279000
2023-03-10T00:00:00.000Z,8.3000001907,139200
2023-03-13T00:00:00.000Z,8.3999996185,502900
2023-03-14T00:00:00.000Z,8.6300001144,287100
2023-03-15T00:00:00.000Z,8.5900001526,420500
2023-03-16T00:00:00.000Z,8.9200000763,372300
2023-03-17T00:00:00.000Z,8.8599996567,210500
2023-03-20T00:00:00.000Z,8.8999996185,242300
2023-03-21T00:00:00.000Z,9.0799999237,201600
2023-03-22T00:00:00.000Z,8.9200000763,392300
2023-03-23T00:00:00.000Z,9.0799999237,257500
2023-03-24T00:00:00.000Z,9.0799999237,374400
2023-03-27T00:00:00.000Z,8.9799995422,219300
2023-03-28T00:00:00.000Z,8.9600000381,270900
2023-03-29T00:00:00.000Z,9.1499996185,211700
2023-03-30T00:00:00.000Z,9.2299995422,290800
2023-03-31T00:00:00.000Z,9.3800001144,264900
2023-04-03T00:00:00.000Z,9.3999996185,294800
2023-04-04T00:00:00.000Z,9.3699998856,282300
2023-04-05T00:00:00.000Z,9.1700000763,265400
2023-04-06T00:00:00.000Z,9.25,145300
2023-04-10T00:00:00.000Z,9.279999733,211700
2023-04-11T00:00:00.000Z,9.2299995422,112700
2023-04-12T00:00:00.000Z,9.1000003815,216000
2023-04-13T00:00:00.000Z,9.2600002289,197200
2023-04-14T00:00:00.000Z,9.2299995422,175800
2023-04-17T00:00:00.000Z,9.1599998474,759800
2023-04-18T00:00:00.000Z,9.1599998474,162900
2023-04-19T00:00:00.000Z,9.1099996567,138300
2023-04-20T00:00:00.000Z,9.0349998474,160100
2023-04-21T00:00:00.000Z,8.9899997711,270300
2023-04-24T00:00:00.000Z,8.9300003052,362700
2023-04-25T00:00:00.000Z,8.6999998093,301200
2023-04-26T00:00:00.000Z,8.7049999237,401000
2023-04-27T00:00:00.000Z,8.9399995804,223700
2023-04-28T00:00:00.000Z,8.9200000763,460300
2023-05-01T00:00:00.000Z,8.9499998093,180200
2023-05-02T00:00:00.000Z,8.7899999619,207200
2023-05-03T00:00:00.000Z,8.7299995422,150600
2023-05-04T00:00:00.000Z,8.7100000381,131900
2023-05-05T00:00:00.000Z,8.9499998093,173400
2023-05-08T00:00:00.000Z,9.029999733,324800
2023-05-09T00:00:00.000Z,8.9600000381,153500
2023-05-10T00:00:00.000Z,9.1099996567,195100
2023-05-11T00:00:00.000Z,9.1499996185,293900
2023-05-12T00:00:00.000Z,9.0600004196,322100
2023-05-15T00:00:00.000Z,9.220000267,460300
2023-05-16T00:00:00.000Z,9.1499996185,169100
2023-05-17T00:00:00.000Z,9.3599996567,267800
2023-05-18T00:00:00.000Z,9.529999733,290600
2023-05-19T00:00:00.000Z,9.4099998474,582300
2023-05-22T00:00:00.000Z,9.4499998093,250800
2023-05-23T00:00:00.000Z,9.2899999619,241200
2023-05-24T00:00:00.000Z,9.2700004578,208700
2023-05-25T00:00:00.000Z,9.5500001907,439400
2023-05-26T00:00:00.000Z,9.8199996948,374300
2023-05-30T00:00:00.000Z,9.8900003433,777700
2023-05-31T00:00:00.000Z,9.8199996948,266200
2023-06-01T00:00:00.000Z,10.029999733,272200
2023-06-02T00:00:00.000Z,10.0500001907,550100
2023-06-05T00:00:00.000Z,10.0699996948,345200
2023-06-06T00:00:00.000Z,10.1000003815,301100
2023-06-07T00:00:00.000Z,9.8500003815,400500
2023-06-08T00:00:00.000Z,9.9600000381,165500
2023-06-09T00:00:00.000Z,10.0,240200
